1986-01-24T06:04:48.008Z,26832,58,  1,1,  -0.040,   0.000,  -0.051,   0.065,   0.065, -52.071, 179.791,   0.008,   0.006,   0.003,  5,        
1986-01-24T06:05:36.008Z,26832,59,  1,1,  -0.035,   0.020,  -0.059,   0.072,   0.072, -55.720, 150.689,   0.004,   0.008,   0.011,  5,        
1986-01-24T06:06:24.008Z,26833, 0,  1,1,  -0.035,   0.022,  -0.065,   0.077,   0.078, -57.420, 147.634,   0.004,   0.010,   0.006,  5,        
1986-01-24T06:07:12.008Z,26833, 1,  1,1,  -0.038,   0.038,  -0.064,   0.084,   0.084, -50.109, 135.091,   0.003,   0.007,   0.004,  5,        
1986-01-24T06:08:00.008Z,26833, 2,  1,1,  -0.037,   0.044,  -0.085,   0.102,   0.104, -55.834, 129.819,   0.001,   0.010,   0.015,  5,        
1986-01-24T06:08:48.008Z,26833, 3,  1,1,  -0.023,   0.025,  -0.089,   0.095,   0.096, -69.182, 132.223,   0.009,   0.009,   0.016,  5,        
1986-01-24T06:09:36.008Z,26833, 4,  1,1,  -0.038,   0.031,  -0.051,   0.071,   0.071, -45.841, 141.299,   0.005,   0.006,   0.008,  5,        
1986-01-24T06:10:24.008Z,26833, 5,  1,1,  -0.031,   0.011,  -0.069,   0.077,   0.078, -64.584, 161.321,   0.003,   0.011,   0.009,  5,        
1986-01-24T06:11:12.008Z,26833, 6,  1,1,  -0.034,   0.013,  -0.069,   0.078,   0.078, -61.860, 159.123,   0.008,   0.008,   0.002,  5,        
1986-01-24T06:12:00.008Z,26833, 7,  1,1,  -0.044,   0.017,  -0.063,   0.079,   0.079, -53.209, 158.769,   0.003,   0.006,   0.007,  5,        
1986-01-24T06:12:48.008Z,26833, 8,  1,1,  -0.049,   0.038,  -0.061,   0.087,   0.087, -44.390, 142.597,   0.004,   0.011,   0.008,  5,        
1986-01-24T06:13:36.008Z,26833, 9,  1,1,  -0.035,   0.018,  -0.066,   0.076,   0.078, -59.203, 152.460,   0.009,   0.018,   0.014,  5,        
1986-01-24T06:14:24.008Z,26833,10,  1,1,  -0.024,  -0.021,  -0.008,   0.033,   0.034, -14.274, 220.860,   0.003,   0.006,   0.010,  5,        
1986-01-24T06:15:12.008Z,26833,11,  1,1,  -0.032,  -0.017,  -0.028,   0.046,   0.047, -37.382, 207.438,   0.005,   0.003,   0.006,  5, O      
1986-01-24T06:16:00.008Z,26833,12,  1,1,   0.000,  -0.009,  -0.061,   0.062,   0.064, -81.862, 270.180,   0.013,   0.010,   0.011,  5,        
1986-01-24T06:16:48.008Z,26833,13,  1,1,   0.040,  -0.039,  -0.060,   0.082,   0.087, -47.333, 315.787,   0.008,   0.026,   0.015,  5,        
1986-01-24T06:17:36.008Z,26833,14,  1,1,   0.050,  -0.064,  -0.073,   0.109,   0.110, -42.295, 307.959,   0.001,   0.008,   0.008,  5,        
1986-01-24T06:18:24.008Z,26833,15,  1,1,   0.059,  -0.055,  -0.072,   0.108,   0.109, -41.509, 316.748,   0.011,   0.012,   0.007,  5,        
1986-01-24T06:19:12.008Z,26833,16,  1,1,   0.041,  -0.031,  -0.097,   0.110,   0.111, -62.264, 322.875,   0.008,   0.005,   0.006,  5,        
1986-01-24T06:20:00.007Z,26833,17,  1,1,   0.033,  -0.037,  -0.094,   0.106,   0.107, -62.349, 311.837,   0.006,   0.009,   0.005,  5,        
1986-01-24T06:20:48.007Z,26833,18,  1,1,   0.057,  -0.061,  -0.067,   0.107,   0.109, -38.629, 313.321,   0.012,   0.024,   0.010,  5,        
1986-01-24T06:21:36.007Z,26833,19,  1,1,   0.069,  -0.076,  -0.056,   0.117,   0.118, -28.530, 312.249,   0.008,   0.012,   0.006,  5,        
1986-01-24T06:22:24.007Z,26833,20,  1,1,   0.038,  -0.052,  -0.064,   0.091,   0.092, -44.841, 306.241,   0.010,   0.010,   0.006,  5,        
1986-01-24T06:23:12.007Z,26833,21,  1,1,   0.025,  -0.045,  -0.046,   0.069,   0.070, -42.065, 298.648,   0.008,   0.003,   0.003,  5,        
1986-01-24T06:24:00.007Z,26833,22,  1,1,   0.007,  -0.024,  -0.064,   0.069,   0.072, -68.658, 285.863,   0.008,   0.016,   0.010,  5,        
1986-01-24T06:24:48.007Z,26833,23,  1,1,   0.003,  -0.015,  -0.074,   0.075,   0.077, -78.127, 281.403,   0.008,   0.014,   0.007,  5,        
1986-01-24T06:25:36.007Z,26833,24,  1,1,   0.008,  -0.021,  -0.041,   0.047,   0.050, -61.518, 290.099,   0.006,   0.005,   0.027,  5,        
1986-01-24T06:26:24.007Z,26833,25,  1,1,  -0.003,  -0.012,  -0.033,   0.035,   0.036, -69.310, 256.674,   0.005,   0.005,   0.006,  5,        
1986-01-24T06:27:12.007Z,26833,26,  1,1,  -0.016,  -0.006,  -0.050,   0.053,   0.054, -71.590, 199.987,   0.006,   0.007,   0.007,  5,        
1986-01-24T06:28:00.007Z,26833,27,  1,1,   0.006,   0.008,  -0.069,   0.070,   0.071, -81.832,  49.341,   0.007,   0.007,   0.003,  5,        
1986-01-24T06:28:48.007Z,26833,28,  1,1,   0.009,  -0.017,  -0.083,   0.086,   0.087, -76.589, 298.213,   0.011,   0.012,   0.002,  5,        
1986-01-24T06:29:36.007Z,26833,29,  1,1,   0.043,  -0.050,  -0.073,   0.098,   0.098, -47.655, 311.049,   0.005,   0.006,   0.009,  5,        
1986-01-24T06:30:24.007Z,26833,30,  1,1,   0.057,  -0.057,  -0.055,   0.098,   0.098, -34.128, 314.778,   0.009,   0.011,   0.006,  5,        
1986-01-24T06:31:12.007Z,26833,31,  1,1,   0.031,  -0.051,  -0.049,   0.077,   0.078, -39.613, 301.190,   0.006,   0.004,   0.005,  5,        
1986-01-24T06:32:00.007Z,26833,32,  1,1,   0.045,  -0.074,  -0.071,   0.112,   0.113, -39.294, 301.112,   0.008,   0.007,   0.006,  5,        
1986-01-24T06:32:48.007Z,26833,33,  1,1,   0.061,  -0.078,  -0.079,   0.127,   0.127, -38.430, 308.215,   0.003,   0.005,   0.001,  5,        
1986-01-24T06:33:36.007Z,26833,34,  1,1,   0.058,  -0.080,  -0.067,   0.120,   0.120, -34.137, 306.122,   0.007,   0.004,   0.005,  5,        
1986-01-24T06:34:24.007Z,26833,35,  1,1,   0.065,  -0.062,  -0.076,   0.117,   0.118, -40.271, 316.584,   0.014,   0.006,   0.005,  5,        
1986-01-24T06:35:12.006Z,26833,36,  1,1,   0.067,  -0.075,  -0.081,   0.129,   0.130, -38.782, 311.634,   0.012,   0.007,   0.004,  5,        
1986-01-24T06:36:00.006Z,26833,37,  1,1,   0.072,  -0.052,  -0.081,   0.120,   0.120, -42.463, 324.267,   0.008,   0.007,   0.007,  5,        
1986-01-24T06:36:48.006Z,26833,38,  1,1,   0.050,  -0.044,  -0.060,   0.090,   0.090, -42.201, 318.560,   0.006,   0.009,   0.004,  5,        
1986-01-24T06:37:36.006Z,26833,39,  1,1,   0.064,  -0.088,  -0.063,   0.126,   0.126, -30.068, 306.231,   0.007,   0.012,   0.005,  5,        
1986-01-24T06:38:24.006Z,26833,40,  1,1,   0.083,  -0.119,  -0.083,   0.167,   0.167, -29.786, 304.884,   0.004,   0.015,   0.004,  5,        
1986-01-24T06:39:12.006Z,26833,41,  1,1,   0.054,  -0.045,  -0.095,   0.118,   0.121, -53.602, 320.530,   0.008,   0.025,   0.009,  5,        
1986-01-24T06:40:00.006Z,26833,42,  1,1,   0.023,   0.004,  -0.109,   0.111,   0.112, -77.780,   9.697,   0.006,   0.009,   0.009,  5,        
1986-01-24T06:40:48.006Z,26833,43,  1,1,  -0.001,   0.008,  -0.087,   0.087,   0.087, -84.548,  97.864,   0.004,   0.003,   0.005,  5,        
1986-01-24T06:41:36.006Z,26833,44,  1,1,   0.005,   0.032,  -0.095,   0.100,   0.101, -71.029,  81.922,   0.008,   0.004,   0.013,  5,        
1986-01-24T06:42:24.006Z,26833,45,  1,1,  -0.009,   0.020,  -0.081,   0.084,   0.086, -74.563, 112.998,   0.010,   0.012,   0.016,  5,        
1986-01-24T06:43:12.006Z,26833,46,  1,1,  -0.033,   0.040,  -0.064,   0.083,   0.087, -51.076, 129.466,   0.027,   0.010,   0.010,  5,        
1986-01-24T06:44:00.006Z,26833,47,  1,1,  -0.077,   0.056,  -0.042,   0.104,   0.105, -23.642, 143.705,   0.008,   0.016,   0.009,  5,        
1986-01-24T06:44:48.006Z,26833,48,  1,1,  -0.049,   0.026,  -0.037,   0.067,   0.077, -33.806, 152.171,   0.027,   0.024,   0.020,  5,        
1986-01-24T06:45:36.006Z,26833,49,  1,1,   0.042,  -0.042,  -0.077,   0.097,   0.100, -52.514, 314.928,   0.018,   0.018,   0.006,  5,        
1986-01-24T06:46:24.006Z,26833,50,  1,1,   0.037,  -0.063,  -0.088,   0.114,   0.115, -49.986, 300.491,   0.010,   0.009,   0.002,  5,        
1986-01-24T06:47:12.006Z,26833,51,  1,1,   0.047,  -0.085,  -0.087,   0.130,   0.131, -41.913, 299.220,   0.002,   0.010,   0.002,  5,        
1986-01-24T06:48:00.006Z,26833,52,  1,1,   0.057,  -0.087,  -0.095,   0.140,   0.141, -42.377, 303.356,   0.010,   0.007,   0.007,  5,        
1986-01-24T06:48:48.006Z,26833,53,  1,1,   0.051,  -0.090,  -0.082,   0.132,   0.132, -38.264, 299.605,   0.004,   0.005,   0.009,  5,        
1986-01-24T06:49:36.006Z,26833,54,  1,1,   0.080,  -0.098,  -0.104,   0.163,   0.164, -39.389, 309.271,   0.012,   0.010,   0.009,  5,        
1986-01-24T06:50:24.005Z,26833,55,  1,1,   0.155,  -0.109,  -0.108,   0.218,   0.219, -29.696, 324.882,   0.012,   0.009,   0.016,  5,        
1986-01-24T06:51:12.005Z,26833,56,  1,1,   0.163,  -0.103,  -0.099,   0.217,   0.222, -27.059, 327.780,   0.021,   0.029,   0.032,  5,        
1986-01-24T06:52:00.005Z,26833,57,  1,1,   0.082,  -0.122,  -0.115,   0.186,   0.204, -38.007, 303.935,   0.046,   0.042,   0.059,  5,        
1986-01-24T06:52:48.005Z,26833,58,  1,1,   0.055,  -0.062,  -0.099,   0.129,   0.131, -50.081, 311.438,   0.008,   0.013,   0.021,  5,        
1986-01-24T06:53:36.005Z,26833,59,  1,1,   0.063,  -0.076,  -0.064,   0.118,   0.118, -32.667, 309.505,   0.008,   0.006,   0.008,  5,        
1986-01-24T06:54:24.005Z,26834, 0,  1,1,   0.063,  -0.085,  -0.054,   0.119,   0.119, -26.965, 306.300,   0.005,   0.002,   0.006,  5,        
1986-01-24T06:55:12.005Z,26834, 1,  1,1,   0.071,  -0.087,  -0.055,   0.125,   0.126, -26.233, 309.136,   0.009,   0.008,   0.007,  5,        
1986-01-24T06:56:00.005Z,26834, 2,  1,1,   0.056,  -0.083,  -0.056,   0.115,   0.115, -29.150, 303.881,   0.004,   0.003,   0.007,  5,        
1986-01-24T06:56:48.005Z,26834, 3,  1,1,   0.072,  -0.094,  -0.043,   0.126,   0.126, -19.857, 307.309,   0.006,   0.010,   0.009,  5,        
1986-01-24T06:57:36.005Z,26834, 4,  1,1,   0.078,  -0.103,  -0.061,   0.143,   0.143, -25.396, 307.001,   0.004,   0.007,   0.010,  5,        
1986-01-24T06:58:24.005Z,26834, 5,  1,1,   0.076,  -0.100,  -0.061,   0.140,   0.140, -26.069, 307.166,   0.006,   0.005,   0.005,  5,        
1986-01-24T06:59:12.005Z,26834, 6,  1,1,   0.082,  -0.117,  -0.057,   0.153,   0.154, -21.725, 304.924,   0.005,   0.009,   0.005,  5,        
